376|160
90|11
498|175
550|28
984|92
470|179
489|148
408|185
690|157
692|45
442|119
130|189
367|72
369|138
458|181
90|94
983|129
520|161
779|52
284|8
444|139
938|27
490|162
958|95
798|88
895|133
157|19
809|196
295|60
546|111
63|85
728|118
301|152
796|157
185|130
596|29
19|51
851|38
151|39
352|148
450|109
187|160
855|121
120|111
957|95
181|148
578|148
350|90
612|163
368|42
449|5
877|46
553|54
221|143
562|141
593|48
629|49
102|180
564|91
712|109
645|48
703|128
316|82
700|1
264|36
442|20
553|193
859|120
887|187
656|165
670|46
520|144
648|137
443|152
981|197
804|63
227|20
46|113
904|81
296|162
823|115
445|27
281|184
751|32
763|66
232|195
587|14
659|27
277|197
505|110
706|26
72|41
685|30
627|69
267|95
836|172
564|96
928|46
697|125
565|94
