196|20
62|94
130|137
639|113
550|77
597|82
926|108
628|128
768|57
661|139
138|33
475|197
875|180
792|83
489|76
421|105
392|12
94|41
190|4
125|47
541|152
570|192
542|62
576|49
379|100
538|45
840|126
908|27
457|53
365|164
132|95
255|170
875|121
119|195
661|17
544|190
571|151
78|140
721|89
163|18
452|184
189|5
239|184
440|191
876|4
632|132
594|85
48|25
89|182
865|200
338|60
78|16
578|9
912|14
319|167
167|149
776|8
833|32
97|21
361|70
761|145
383|190
696|54
875|177
554|135
992|176
774|181
319|98
729|135
999|84
385|91
740|193
837|128
621|166
258|29
595|71
477|102
120|181
160|146
722|109
426|83
175|69
222|150
457|181
768|12
154|190
847|30
166|179
223|185
620|15
820|151
566|56
606|47
273|150
949|155
719|164
1000|70
692|61
669|159
767|118
