892|158
331|15
480|35
810|10
302|110
660|74
90|44
867|45
945|39
669|199
968|63
938|185
956|103
697|3
135|195
644|96
550|175
30|95
515|164
811|64
520|114
219|25
264|27
909|68
403|103
12|169
790|157
40|136
100|60
369|169
312|115
659|108
226|185
619|184
391|53
672|29
704|98
957|60
810|84
618|47
936|132
80|121
837|180
922|139
665|90
577|180
863|19
924|199
206|94
866|97
424|173
547|196
221|46
615|16
946|98
332|25
307|131
254|41
505|7
380|99
825|38
408|175
807|50
967|184
511|197
301|136
996|158
283|43
601|163
529|54
789|78
787|27
627|181
370|37
330|161
372|113
710|174
964|145
255|116
18|179
246|79
515|164
746|144
547|174
639|163
758|89
624|54
932|131
546|112
922|69
254|71
616|75
445|134
518|23
904|39
344|140
958|144
392|12
511|174
985|184
