194|115
16|194
78|85
172|200
129|131
125|16
184|188
50|12
42|88
172|29
34|61
173|167
6|118
157|199
22|186
3|160
157|73
162|200
156|192
189|116
164|68
5|119
168|172
177|198
55|109
135|159
126|100
52|41
48|83
147|189
116|140
95|55
124|194
34|186
84|133
94|134
22|135
103|6
67|153
141|122
88|26
52|97
161|156
159|183
9|141
25|20
149|187
27|49
71|54
197|71
63|165
175|42
92|66
14|192
20|86
146|25
44|81
18|63
32|65
105|113
29|64
132|83
193|50
143|112
186|123
50|144
139|40
172|82
1|100
66|103
137|51
65|112
1|96
37|6
10|64
137|149
158|170
53|131
20|177
127|37
158|143
111|145
3|200
61|21
93|163
13|189
56|148
128|132
21|199
72|110
155|127
132|38
25|123
58|129
118|112
142|147
78|108
155|173
120|91
125|135
11|62
5|105
150|54
127|7
28|165
100|19
138|72
180|194
134|151
162|194
108|154
85|7
98|177
126|79
27|89
31|141
58|192
132|142
198|36
115|8
107|103
119|74
22|160
20|47
144|92
161|128
68|176
138|113
80|90
66|152
14|82
21|185
74|133
131|144
14|13
169|124
1|64
90|130
69|30
96|128
93|197
152|9
92|134
180|44
153|93
51|174
90|146
184|5
34|4
85|33
90|168
109|68
89|182
56|49
75|106
54|26
85|184
1|35
168|140
64|40
70|11
93|147
106|19
93|47
54|23
127|81
83|186
112|80
149|117
45|41
37|88
182|45
31|50
160|67
100|163
87|24
30|94
44|68
19|186
141|103
137|4
171|11
165|99
24|37
192|38
18|113
8|133
22|174
83|18
133|22
76|188
67|106
192|70
192|86
123|195
195|152
75|82
27|72
193|52
176|54
149|29
98|24
149|190
176|92
116|59
28|148
84|121
170|59
144|30
170|193
3|16
145|182
129|143
86|105
31|83
163|101
171|117
77|175
142|171
121|37
126|11
39|139
199|157
166|163
143|139
177|19
81|199
62|74
66|102
140|130
59|75
189|127
46|38
165|42
181|41
194|184
140|132
118|110
79|122
34|131
138|83
16|72
120|172
64|96
195|85
39|38
103|133
112|65
91|77
81|102
188|24
39|66
105|149
181|6
48|182
1|77
183|150
69|31
38|108
187|85
18|186
116|30
97|170
14|53
119|63
41|166
152|73
138|127
43|137
21|110
159|153
174|194
32|2
13|46
150|10
77|50
4|69
27|12
170|74
73|134
84|174
107|193
170|141
110|132
18|176
113|169
104|51
151|63
2|73
13|58
127|59
119|115
200|121
148|83
44|144
56|170
190|156
49|48
28|98
114|135
58|140
103|114
149|154
29|137
138|181
12|121
179|77
81|173
43|155
101|3
57|161
35|28
14|68
71|199
78|172
92|38
197|111
79|55
45|79
141|176
114|200
10|67
49|140
104|127
58|23
112|110
155|193
94|185
195|93
52|30
95|144
125|99
48|159
183|102
51|127
190|85
21|58
30|74
181|154
195|51
176|106
10|52
16|146
22|54
189|44
165|37
88|100
166|183
113|111
33|55
135|109
179|110
123|110
65|3
163|97
16|12
75|91
57|139
76|31
173|148
187|70
141|139
14|147
33|122
136|117
134|79
5|97
190|14
146|187
26|23
196|155
93|59
32|146
85|8
72|138
108|153
126|148
162|59
143|9
33|167
79|13
34|33
138|33
158|94
193|174
76|46
118|65
65|128
11|111
90|99
76|174
77|13
95|191
75|148
115|158
22|58
54|107
138|88
66|75
3|173
197|81
38|138
171|113
80|139
144|90
171|70
127|47
29|92
108|64
18|197
79|60
176|199
19|156
92|75
162|11
65|40
134|36
47|19
116|107
95|24
197|141
114|74
94|118
15|138
117|120
193|50
74|49
133|17
42|60
143|192
149|50
32|35
44|146
1|139
55|185
100|145
7|11
162|161
21|190
182|132
179|139
90|54
174|157
116|68
67|77
44|117
37|99
83|152
102|194
164|4
179|13
144|180
75|188
133|32
150|106
67|133
35|144
112|102
72|22
87|66
35|128
169|45
30|191
148|149
47|197
107|46
29|144
70|125
57|166
26|30
58|77
52|8
108|191
22|6
32|162
113|114
137|42
170|82
94|175
165|139
136|82
133|149
182|38
165|143
186|13
57|34
5|125
180|57
76|44
24|16
51|128
86|17
138|157
26|30
165|63
57|144
102|62
41|118
127|103
95|50
